participant,trial_index,condition,level,sequence,quiz_name,event_index,target_note,target_note_name,target_finger,target_hand,timed_out,actual_note,key_correct,actual_finger,finger_correct,target_finger_probability,manually_corrected,rt_s,p_L1,p_L2,p_L3,p_L4,p_L5,p_R1,p_R2,p_R3,p_R4,p_R5
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,3,64,E4,R4,R,False,64,True,R2,False,0.04575214811808341,False,0.47341108322143555,0.00018727168732905517,0.00030827554911395374,3.55519150146419e-05,3.7848037002770785e-06,4.193682037721487e-07,0.01683127468207358,0.5043339984988731,0.42976508438530925,0.04575214811808341,0.0027821909922988997
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,4,60,C4,L5,L,False,60,True,R2,False,3.0577810675906296e-05,False,0.40526723861694336,0.003349903691730108,0.04436803712495702,0.004189239968120267,0.00038003927574607456,3.0577810675906296e-05,0.00875580404507294,0.7815779821097869,0.14153107802085862,0.015067186889283954,0.0007501510637681632
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,5,60,C4,R2,R,False,60,True,R2,True,0.8264429874540982,False,0.36234426498413086,0.0038153013920026384,0.044700006483292996,0.004758695835954277,0.0004867394285811144,3.916286301312857e-05,0.008658021843085823,0.8264429874540982,0.0994816939324472,0.011022885886950176,0.0005945048805742782
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,6,57,A3,L2,L,False,57,True,L3,False,0.31248953647146654,False,0.4638791084289551,0.0010064910853862105,0.31248953647146654,0.6342730940901264,0.04710973226315056,0.0023744038050200434,0.0010131792256832704,0.0015105587408976928,0.0001887144240387724,3.246734738519596e-05,1.8225468453214087e-06
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,7,55,G3,L3,L,False,55,True,L2,False,0.09655294479035251,False,0.42603325843811035,0.02111727674589101,0.8713916301430488,0.09655294479035251,0.009488604085207904,0.0010942744146088558,0.00019112570591360152,0.00014809393783966806,1.3434778935384163e-05,2.4057141120017123e-06,2.0968409037617357e-07
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,8,50,D3,L2,L,False,50,True,L5,False,0.0008594217121653088,False,0.9734640121459961,7.611195939020528e-05,0.0008594217121653088,0.007756292553998698,0.04883779282996896,0.9424703466338361,2.4142390754097393e-08,8.881895703408554e-09,1.024305697043039e-09,2.068037535950784e-10,5.524458316429257e-11
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,9,55,G3,L3,L,False,55,True,L4,False,0.1273407912571195,False,0.5114171504974365,0.0003064907654776824,0.016354701572202673,0.1273407912571195,0.8018061643398618,0.05406582478941585,6.848340303035884e-05,5.2175976429005245e-05,4.1980585452506374e-06,1.035228491707924e-06,1.346094262413987e-07
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,10,60,C4,R2,R,False,60,True,R2,True,0.7687287860530084,False,0.4803202152252197,0.0010850691283991489,0.08346990401032546,0.014079758848721896,0.0009275006565425293,3.0485522019634872e-05,0.004776316439302498,0.7687287860530084,0.11270099202538345,0.013527683607663472,0.0006735037086335736
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,11,64,E4,R4,R,False,64,True,R2,False,0.011197951653182749,False,0.39946818351745605,0.00046663145332956037,0.0013904240903401175,0.00022217961969367683,2.6668581573888175e-05,8.837801610406321e-07,0.03432008919252898,0.8419586244832035,0.10947879455452363,0.011197951653182749,0.0009377525914629871
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,12,60,C4,R3,R,False,62,False,R2,False,0.10689544333362586,False,0.42054104804992676,0.0010406360589233557,0.005113331719297337,0.00037978544338906515,3.732287728218572e-05,2.8845026831382508e-06,0.018295340055224832,0.8556412532439355,0.10689544333362586,0.01184435273590763,0.0007496500297309428
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,13,57,A3,L5,L,False,57,True,L2,False,0.0006884750658233336,False,0.9119386672973633,0.006726552214642927,0.8512652935675415,0.12989466117263598,0.00964774127623017,0.0006884750658233336,0.0004985936402104692,0.0011580340968431082,0.00010093523790285187,1.8074084239793818e-05,1.639643929814522e-06
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,14,60,C4,L3,L,False,60,True,L3,True,0.6754886693905158,False,1.5124878883361816,0.00033804927286937444,0.0927108703663506,0.6754886693905158,0.20345327743269845,0.0076926121666117155,0.0029416390941861964,0.013148391375492828,0.0037263767601867547,0.00046553703938199736,3.457710170620819e-05
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,15,57,A3,L4,L,False,57,True,L4,True,0.807914506559979,False,0.6070241928100586,0.00011491822406930197,0.012256928980504374,0.09317283825743612,0.807914506559979,0.08573355261076954,0.00039009923427803776,0.00034450494038582567,6.169553260546768e-05,1.019820294792246e-05,7.574570242981681e-07
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,16,60,C4,L2,L,False,60,True,L2,True,0.8464055941017672,False,0.7733078002929688,0.004141254123604953,0.8464055941017672,0.09010707364630706,0.004310261910516692,0.00011777240011809498,0.011629309051129055,0.03737487437012193,0.004859806733590075,0.0009811780576388165,7.287560520622487e-05
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,17,64,E4,R2,R,False,64,True,R2,True,0.733615392379744,False,0.7777307033538818,0.00014167004243001094,0.01015329203062823,0.0007246872494272771,5.602175971954446e-05,2.9029869267774257e-06,0.0073741814239361055,0.733615392379744,0.22096070995447797,0.025482320620156398,0.0014888215525535686
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,18,59,B3,L1,L,False,59,True,L1,True,0.6226295851582703,False,0.7931451797485352,0.6226295851582703,0.15907960727659548,0.03298130893090243,0.005984608889694634,0.0009395699285966396,0.13736382116534854,0.037269035106886624,0.003248400833082713,0.00047623817791995517,2.7824532702693815e-05
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,19,55,G3,L2,L,False,57,False,L2,True,0.9230262450478587,False,0.6822068691253662,0.015606034534692198,0.9230262450478587,0.05612928376608008,0.0041689227479144875,0.00032227749095569753,0.0005911149404750572,0.00013913058430989458,1.4811633919042937e-05,2.004536671630696e-06,1.7471712308609723e-07
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,20,60,C4,L3,L,False,60,True,L3,True,0.6297453850757209,False,0.9933838844299316,0.0008916474918855581,0.2739565467077828,0.6297453850757209,0.07262546275701878,0.0026256161361142634,0.004356307542029806,0.011983105974624477,0.003337812282105428,0.0004517237705893827,2.6392262128680077e-05
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,21,64,E4,R2,R,False,64,True,R2,True,0.7709246473021089,False,0.9327709674835205,8.59214946960686e-05,0.00687293087809109,0.0009301500470521186,8.4381308520619e-05,4.2010979762858785e-06,0.008737207538991036,0.7709246473021089,0.1826534487980939,0.027871109068960724,0.0018360024655092798
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,22,60,C4,R3,R,False,60,True,R3,True,0.6442538214932083,False,0.663334846496582,0.0006666374761981383,0.10630537839849895,0.013304373040306497,0.0014163636555746823,6.009027772725812e-05,0.001474166552896646,0.13538096690466156,0.6442538214932083,0.09445209560998816,0.0026861065909398476
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,23,57,A3,L2,L,False,57,True,L2,True,0.8077156004795107,False,0.702265739440918,0.004455815143698691,0.8077156004795107,0.16973018293233091,0.013656423772261547,0.0008996135623406212,0.001236438425455897,0.0016392027850271244,0.0005566659314199345,0.00010374804296441464,6.308924989909866e-06
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,24,62,D4,R4,R,False,62,True,R4,True,0.43767074243139514,False,0.7497968673706055,0.000939739718954937,0.001591880522632255,0.0001135986150771211,1.1163743223318372e-05,1.3400022793786421e-06,0.0018680890986290744,0.07046172282007454,0.4136069124775739,0.43767074243139514,0.07373481057016029
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,25,59,B3,L1,L,False,59,True,L2,False,0.32283214312936725,False,0.7330670356750488,0.32283214312936725,0.37407854048752726,0.028918044477796688,0.006324720074706988,0.0010132143939519016,0.05842527984569654,0.16808432309574275,0.03009821226106549,0.009435373613115423,0.000790148621029778
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,26,60,C4,L2,L,False,60,True,L2,True,0.8119194390342662,False,1.0803520679473877,0.007513240606425129,0.8119194390342662,0.07076758962476086,0.00413464355252915,0.00011297385284779415,0.012553364202502188,0.08643572915602991,0.0054706701477400905,0.0010195905470344272,7.275927586406685e-05
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,27,60,C4,R2,R,False,60,True,R2,True,0.7759439181743198,False,0.7648272514343262,0.004909227945273167,0.0329199957654612,0.0031083133477961765,0.0002500936696180031,1.295958315135835e-05,0.016023882205030957,0.7759439181743198,0.14461575321374656,0.021201676254859803,0.0010141798407429887
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,28,65,F4,R2,R,False,60,False,R2,True,0.8460188078451162,False,0.49747610092163086,0.013851667685014326,0.04046921618328458,0.0036712844633743453,0.0004233913251038051,2.0252877249142718e-05,0.03448559121491684,0.8460188078451162,0.055731281206915215,0.005055827765288048,0.00027267943373750355
P02,8,B,beta,1799551287-β-8,P02-T08-Bβ,29,62,D4,R4,R,False,62,True,R3,False,0.3171266270846148,False,0.8647916316986084,0.00043355988335485945,0.013454332170427756,0.0014323280802854056,0.00016518340922513027,9.272531500986337e-06,0.004217747208433372,0.11949555461271771,0.5125002242852175,0.3171266270846148,0.031165170734222335
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,0,53,F3,L2,L,False,53,True,L2,True,0.5088282259860207,False,1.0858349800109863,0.41419600309018256,0.5088282259860207,0.0615546454411918,0.013388521934787354,0.002026952041943445,2.457566763016386e-06,2.8845760052662093e-06,2.616828313055e-07,4.325588108147618e-08,4.42439348220041e-09
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,1,48,C3,L2,L,False,48,True,L2,True,0.6167687880743032,False,0.9813480377197266,0.053396973686742615,0.6167687880743032,0.27739621660892455,0.0476126818902702,0.004825308667186142,1.383910368478312e-08,1.4585162953587023e-08,2.225551557569223e-09,3.9852094439234506e-10,2.423408358595949e-11
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,2,60,C4,R4,R,False,60,True,R3,False,0.3386967182740646,False,0.8849887847900391,0.001411946173716485,0.008542938801800773,0.0010254228566538596,0.0001333344121559743,1.8044850434316036e-05,0.002024059342869189,0.1134829601016064,0.505276129331297,0.3386967182740646,0.02938844585540157
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,3,57,A3,L5,L,False,57,True,L5,True,0.4987405204616372,False,1.0387928485870361,0.0011966891880664063,0.01007664478951894,0.06485058693846188,0.42499863681715977,0.4987405204616372,8.473121795695088e-05,3.659242458426753e-05,1.193936877811386e-05,3.064367666925732e-06,5.944261696250949e-07
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,4,48,C3,L2,L,False,48,True,L2,True,0.8250591497860633,False,0.8993539810180664,0.054350568879413724,0.8250591497860633,0.10728137764513192,0.01142101501184655,0.001887881083820285,5.17943249423634e-09,1.56982733944894e-09,6.777109824067791e-10,1.3682748755466618e-10,2.9925797990011734e-11
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,5,57,A3,L5,L,False,57,True,L5,True,0.760280907821232,False,0.8284471035003662,0.0022834031861505657,0.009903275320950786,0.032255480943679735,0.19513428850435222,0.760280907821232,9.314940442555111e-05,3.59253530568521e-05,9.98858818175507e-06,2.7772000933938602e-06,8.036778770870404e-07
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,6,57,A3,R4,R,False,57,True,R3,False,0.2492133799071555,False,0.788646936416626,0.03494011483557911,0.009475604942272588,0.0006242031486138173,0.0001539266013309588,3.3665577429235303e-05,0.038732128869316235,0.11776847197090799,0.4807726030143437,0.2492133799071555,0.068285901133051
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,7,52,E3,L2,L,False,52,True,L2,True,0.5227390905034848,False,0.9185168743133545,0.11899511819006996,0.5227390905034848,0.32346226745140355,0.03308508142867583,0.0017144330942054427,2.0973186142068855e-06,1.0868702846327833e-06,5.75128231145192e-07,2.2021250822894406e-07,2.980252217340905e-08
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,8,57,A3,L4,L,False,57,True,L4,True,0.5576797206019855,False,1.102829933166504,0.0008901730453064469,0.0691116642090177,0.3450829490555975,0.5576797206019855,0.026676547808151395,0.0002285008885983079,0.00020247796390825853,8.749136468328367e-05,3.6289922990327456e-05,4.185139761321481e-06
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,9,67,G4,R5,R,False,67,True,L1,False,0.0,False,0.7780289649963379,0.46966312584384967,0.4185533645909031,0.09154259615987471,0.017061157623285875,0.003179755782086879,,,,,
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,10,55,G3,L1,L,False,55,True,L1,True,0.8354898887687613,False,0.473618745803833,0.8354898887687613,0.14960795600082402,0.013039956830518454,0.0016955687765826393,0.00016662962331357662,,,,,
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,11,62,D4,R4,R,False,62,True,R3,True,0.4033433878700961,False,0.5591681003570557,0.00018771119399728603,0.00010226255321310631,6.7365205799303505e-06,5.641379626315779e-07,2.2093839989859362e-08,0.005811206905050497,0.1278046311068937,0.41980414379445546,0.4033433878700961,0.0429393338239113
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,12,67,G4,R5,R,False,67,True,R5,True,0.4289348638008223,False,0.7649569511413574,1.1957983886555416e-06,7.626625245596336e-07,1.074274389051278e-07,1.0143322758829306e-08,7.841269331039128e-10,0.019344382031838213,0.04209488236194158,0.12919269826415644,0.3804310967254398,0.4289348638008223
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,13,57,A3,L3,L,False,57,True,L3,True,0.616242798066644,False,0.6834521293640137,0.000945199784731407,0.1766200986238615,0.616242798066644,0.20106757359111177,0.004872665113218136,3.9878516853241826e-05,0.0001542024933971293,4.521352725256698e-05,1.0292302827452863e-05,2.0779801030092807e-06
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,14,64,E4,R1,R,False,64,True,R1,True,0.7582842028891431,False,0.5579319000244141,2.4197015854369015e-05,1.2168048395205623e-05,3.383171327586789e-06,2.948800935542263e-07,9.841112968111401e-09,0.7582842028891431,0.20256447951472537,0.03217076925721675,0.0064951662942415705,0.0004453290878897545
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,15,57,A3,R2,R,False,57,True,R2,True,0.7795407513081473,False,0.6158218383789062,0.02337382976703026,0.04204350711893821,0.004848672547356192,0.000390122286417533,2.4691529383871915e-05,0.003582657532046391,0.7795407513081473,0.1341159824033287,0.011689663220934225,0.000390122286417533
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,16,59,B3,L5,L,False,59,True,L5,True,0.7794447308801216,False,0.7472279071807861,0.0021930560250253777,0.006594117326856308,0.027074214560233085,0.1846720931040168,0.7794447308801216,1.777793239857505e-05,3.4775814330629573e-06,4.521854307159257e-07,6.899902269466525e-08,1.1405461739804176e-08
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,17,52,E3,L2,L,False,52,True,L2,True,0.7217779847075126,False,0.7131409645080566,0.10166850718147441,0.7217779847075126,0.1578614249959469,0.017491544473129596,0.001199275460107592,7.166031432590396e-07,4.5360562320088493e-07,7.804051767296625e-08,1.397441488071684e-08,9.581299616824243e-10
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,18,53,F3,L4,L,False,53,True,L4,True,0.5520600046272867,False,0.6375718116760254,0.001539534774742929,0.07058820928483632,0.2687164526776042,0.5520600046272867,0.10708862304471105,3.985631929768769e-06,2.6682211739152976e-06,4.410539935774956e-07,7.588107426365271e-08,4.802647375175812e-09
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,19,62,D4,R5,R,False,62,True,R5,True,0.5168629814016469,False,0.567957878112793,6.138258437289765e-05,4.450195372150378e-05,5.341641977133576e-06,6.673324656921531e-07,3.746054969314666e-08,0.00852788335233663,0.023680750560331105,0.10435283622532883,0.3464636174872697,0.5168629814016469
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,20,62,D4,L4,L,False,62,True,L4,True,0.5491578040847355,False,0.9870171546936035,0.0017304575258276901,0.05678595947064898,0.3681114845149105,0.5491578040847355,0.023298426808441183,0.000339141873396021,0.0003224775728342745,0.00017699847528421705,6.511410017575512e-05,1.2135573745983906e-05
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,21,65,F4,R1,R,False,65,True,R1,True,0.6842995638979019,False,0.5449349880218506,4.850741783891212e-07,3.814219866119817e-07,6.562169374577581e-08,9.620597169916407e-09,9.45450579542858e-10,0.6842995638979019,0.2838357655760081,0.026799836336780028,0.004610774193041362,0.0004531173123622312
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,22,67,G4,R4,R,False,67,True,R4,True,0.3183603338277738,True,0.6809241771697998,4.786657884496018e-08,3.72888526154066e-08,7.835732988185914e-09,1.0188702592413715e-09,4.4990425635137325e-11,0.02774855776814937,0.3183603338277738,0.3183603338277738,0.3183603338277738,0.017170346693504108
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,23,71,B4,R5,R,False,69,False,L1,False,0.0,False,0.5963058471679688,0.7698421931904221,0.1695749241871973,0.041816661465190946,0.013108945499983524,0.005657275657206109,,,,,
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,24,65,F4,R2,R,False,65,True,R2,True,0.8053597517792741,False,0.542726993560791,8.865383845416755e-07,6.970099123960248e-07,1.2481088006888366e-07,1.3287179622391623e-08,7.166265908577336e-10,0.03448126659384162,0.8053597517792741,0.13855800882343097,0.020313568752433463,0.0012856816880366544
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,25,52,E3,L2,L,False,52,True,L2,True,0.6527652585164839,False,0.8707849979400635,0.24993917369766663,0.6527652585164839,0.09194748354674964,0.005161450182092205,0.00018660104004007168,1.8198268455737774e-08,1.3690855675195592e-08,9.7699684229521e-10,1.3222214437329845e-10,1.862460246721724e-11
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,26,71,B4,R2,R,False,71,True,R3,False,0.0597498706730767,False,0.7768259048461914,3.5025952256768233e-10,1.3885536659171789e-10,1.3645814755376186e-11,1.7047745330116972e-12,5.2519689756657595e-14,0.010846363973933104,0.0597498706730767,0.36146565361637994,0.36146565361637994,0.20647245761571237
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,27,62,D4,L4,L,False,62,True,L4,True,0.5444278169032463,False,1.20408296585083,0.0022698990653798067,0.07194325357007775,0.35063134273647456,0.5444278169032463,0.02604264445913445,0.0024849788509037018,0.0017855658466366876,0.00031973439799955547,7.884553181438769e-05,1.5918638332761705e-05
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,28,60,C4,L2,L,False,60,True,L2,True,0.8180445299728872,False,0.7344069480895996,0.008888811736864165,0.8180445299728872,0.1352218513202686,0.010043410750322992,0.00032203880532756095,0.010807661082927592,0.014983008205887686,0.0014146989789519445,0.00026366307360616774,1.032607295618846e-05
P02,9,C,gamma,1799551287-γ-4,P02-T09-Cγ,29,65,F4,R4,R,False,65,True,R3,True,0.4204151259170592,False,0.6968340873718262,1.7853533383696895e-06,9.890581989414587e-07,8.282692387776571e-08,8.817630438361159e-09,4.755673227926711e-10,0.011577097766480282,0.11508970168028705,0.4204151259170592,0.4204151259170592,0.03250008218745544
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,0,62,D4,R2,R,False,62,True,R2,True,0.8483856525055085,False,0.6759207248687744,0.00018598945297862007,0.005906256331316331,0.0018593204544067941,0.0002061832472740994,1.4488889583423967e-05,0.020971923361850085,0.8483856525055085,0.11031449272304347,0.011283430377403428,0.0008722626566352161
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,1,64,E4,R3,R,False,64,True,R3,True,0.6500751674489491,False,0.5091598033905029,1.985048507237079e-05,0.0005726644468460552,0.00015178290982458245,1.7512979793389232e-05,1.2044890526049846e-06,0.0033104628002861105,0.1881214939338115,0.6500751674489491,0.14798160839379876,0.009748252112565622
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,2,57,A3,L4,L,False,59,False,L4,True,0.5441336448132033,False,0.8248071670532227,0.0001201472657100062,0.02056924643256812,0.41207536855301147,0.5441336448132033,0.02017019752171489,0.000337399595920718,0.0016169280659690105,0.0007633856562595668,0.00020392725780129815,9.754837841780018e-06
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,3,60,C4,R1,R,False,60,True,R1,True,0.7557400872225322,False,0.74888014793396,0.0010045708231875914,0.022240069402514533,0.003552663191769919,0.0003782112099590485,1.7867575369292517e-05,0.7557400872225322,0.2018848564078892,0.013299115338279327,0.0017998395411024128,8.271928739662381e-05
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,4,59,B3,L5,L,False,59,True,L2,False,0.0002327950369201579,False,0.8787720203399658,0.008519887338528617,0.882186175951002,0.0902337131825618,0.0038282321522164924,0.0002327950369201579,0.008041848567536435,0.006439192329494419,0.00045950893955046485,5.515560632981482e-05,3.4908958595621743e-06
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,5,64,E4,R1,R,False,64,True,R1,True,0.8772380200397832,False,1.0203077793121338,8.141300145941251e-05,5.923627488609783e-05,6.051006695971899e-06,8.55224571758235e-07,8.688182298838172e-08,0.8772380200397832,0.11406612887931576,0.007514078228295359,0.000977045905464892,5.708455770467499e-05
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,6,59,B3,L5,L,False,59,True,L5,True,0.9715991181918189,False,0.8749959468841553,5.6049916381547635e-05,0.00037704769439263853,0.0022218046166927164,0.02560798124010337,0.9715991181918189,0.00012116865298210571,1.0920692117916863e-05,4.529716474247648e-06,1.1626005496597238e-06,2.1667848698568628e-07
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,7,57,A3,L3,L,False,57,True,L3,True,0.6910498088315714,False,0.7390151023864746,0.0003949287233327195,0.09259515136305191,0.6910498088315714,0.2081402025631031,0.006745758253585723,0.0005720713505585829,0.0004224061037263611,6.708545016567364e-05,1.2012733142075618e-05,5.74627762374482e-07
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,8,55,G3,L1,L,False,55,True,L1,True,0.9410711704022702,False,0.705502986907959,0.9410711704022702,0.050665968123762964,0.00651829632862391,0.0009296182782941291,0.0001414410329261697,0.0004309534682900582,0.00020331856779097815,3.360833321065394e-05,5.337588976259801e-06,2.8787585478342353e-07
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,9,57,A3,L3,L,False,57,True,L3,True,0.7400835805984946,False,0.7934329509735107,0.000499202443427683,0.15480318708162785,0.7400835805984946,0.10015942099906375,0.003216780498586855,0.0008076094090838184,0.000355853242452998,6.372126934787302e-05,1.0120047986095015e-05,5.244099283754679e-07
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,10,59,B3,L1,L,False,59,True,L1,True,0.7484949779699567,False,0.6802051067352295,0.7484949779699567,0.09737148693910105,0.0124858198856517,0.002129631984725658,0.0003247099910764474,0.0856574362947373,0.04393442958377011,0.008188234326550714,0.0013535060306766645,5.9766993753659504e-05
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,11,60,C4,R2,R,False,60,True,R2,True,0.8364493194878108,False,0.6383419036865234,0.006100431742553447,0.014142238139468865,0.0012326495178142129,0.00015399516582700993,1.9238648744324236e-05,0.03776068745480991,0.8364493194878108,0.09646361901213679,0.007457095029954593,0.0002207258008799505
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,12,62,D4,R3,R,False,62,True,R3,True,0.581007515755775,False,0.6388473510742188,0.0018425604048251851,0.002148486611517166,0.00016608819984923902,2.434968642559541e-05,1.541134712878673e-06,0.00713322675717104,0.2508270587431549,0.581007515755775,0.1491218404097326,0.00772733229683637
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,13,57,A3,L3,L,False,57,True,L3,True,0.6001836953080825,False,0.6870269775390625,0.004415891366271427,0.32938779577898736,0.6001836953080825,0.06138931315818706,0.0018912458034825433,0.0007631524152358826,0.0014877066411445679,0.00039741896281875503,8.023750477815409e-05,3.5430610120648637e-06
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,14,53,F3,L2,L,False,53,True,L2,True,0.6219463597747106,False,1.092362880706787,0.0039658650898382495,0.6219463597747106,0.34133139927068284,0.02975073539114222,0.0029722123994215983,1.3977982787120484e-05,1.3744092971002607e-05,4.857914009877637e-06,8.030077849088422e-07,4.507665155982088e-08
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,15,59,B3,L3,L,False,59,True,L3,True,0.6528243417356558,False,0.9302310943603516,0.0007764047847403061,0.29187441357398614,0.6528243417356558,0.050466416292942885,0.0009243246568300733,0.000996747100971067,0.0016181897580580396,0.0004499171119514646,6.596098099366492e-05,3.28400387034297e-06
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,16,64,E4,R5,R,False,64,True,R5,True,0.7858857510997981,False,1.0075058937072754,0.0002283673949283854,0.0008409790139802179,7.629189490763356e-05,9.531162619842611e-06,5.350295531984261e-07,0.0014208330588186837,0.0075585195133411765,0.0388362476832792,0.16514294414877362,0.7858857510997981
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,17,62,D4,R4,R,False,62,True,R3,True,0.44777771487526485,False,0.6526427268981934,0.0003342302067471393,0.002669250034980173,0.0003086019368353802,3.5589555718120766e-05,2.2525259165338273e-06,0.0020224242935322693,0.08081981514502849,0.44777771487526485,0.44777771487526485,0.018252406550712252
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,18,64,E4,R3,R,False,64,True,R2,True,0.4639019016731846,False,0.6809241771697998,0.0001885051103724442,0.0003605173642751923,4.6872370656148706e-05,4.9899624767635675e-06,4.6981705845956554e-07,0.009869787376377798,0.4639019016731846,0.4639019016731846,0.06032056624861449,0.001404488403799515
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,19,62,D4,R5,R,False,62,True,L2,False,0.0,False,1.0504519939422607,0.129158076247023,0.7598441232879785,0.09120532753311615,0.01443185739637401,0.005360615535508355,,,,,
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,20,64,E4,R3,R,False,64,True,R3,True,0.5156744557284356,False,0.6421451568603516,0.0003297880539919768,0.0013846891397725602,0.0001307426576348211,8.964128989956206e-06,4.462977028813008e-07,0.014340306911532324,0.3597738597212935,0.5156744557284356,0.10411287703036022,0.004243870330286103
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,21,60,C4,L1,L,False,60,True,L1,False,0.35905385595574074,False,0.7775239944458008,0.35905385595574074,0.19542125666181973,0.01456464169092004,0.0011718653428992704,7.126120489002723e-05,0.29702383226478546,0.11658222166283409,0.01399355392167361,0.00197110990848044,0.0001464013859565704
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,22,62,D4,R3,R,False,62,True,R3,True,0.5240972952337201,False,0.7117478847503662,0.024523991212336085,0.043889598027017154,0.0038254547343589095,0.0003612002898455196,4.33554590089679e-05,0.00246373217613207,0.1688301473620417,0.5240972952337201,0.22625831765311424,0.005706907852425348
P02,10,B,beta,1799551287-β-5,P02-T10-Bβ,23,57,A3,L3,L,False,57,True,L3,True,0.6726451899052289,False,0.7571866512298584,0.00042418690631396545,0.12278006358861572,0.6726451899052289,0.19465290223118883,0.00697707364647288,0.001377303512863072,0.0009150450169574066,0.00020013122230497585,2.7084815655133404e-05,1.0191543990463852e-06
